"Global X Copper Miners ETF",,,,,
Date,"Closing Price","Daily Change","Daily Change %",Premium/Discount,"Premium/Discount %"
07/13/2017,22.22,0.10,0.45,-0.06,-0.28
07/12/2017,22.12,0.31,1.42,0.04,0.17
07/11/2017,21.81,0.54,2.54,-0.03,-0.11
07/10/2017,21.27,0.20,0.95,-0.04,-0.17
07/07/2017,21.07,0.01,0.05,0.00,0.00
07/06/2017,21.06,-0.15,-0.71,-0.07,-0.33
07/05/2017,21.21,-1.66,-7.26,0.02,0.08
07/03/2017,22.87,1.93,9.22,1.67,7.89
06/30/2017,20.94,0.16,0.77,-0.03,-0.15
06/29/2017,20.78,0.18,0.87,-0.13,-0.63
06/28/2017,20.6,0.55,2.74,0.04,0.21
06/27/2017,20.05,0.22,1.11,-0.05,-0.23
06/26/2017,19.83,-0.01,-0.05,-0.07,-0.34
06/23/2017,19.84,0.22,1.12,-0.06,-0.31
06/22/2017,19.62,0.23,1.19,-0.05,-0.28
06/21/2017,19.39,0.08,0.41,-0.09,-0.45
06/20/2017,19.31,-0.54,-2.72,-0.09,-0.46
06/19/2017,19.85,0.23,1.17,-0.10,-0.50
06/16/2017,19.62,-0.11,-0.56,-0.07,-0.33
06/15/2017,19.73,-0.52,-2.57,-0.10,-0.48
06/14/2017,20.25,-0.48,-2.32,-0.19,-0.92
06/13/2017,20.73,0.03,0.14,-0.05,-0.24
06/12/2017,20.7,-0.11,-0.53,-0.03,-0.16
06/09/2017,20.81,0.18,0.87,-0.14,-0.68
06/08/2017,20.63,0.50,2.48,-0.07,-0.33
06/07/2017,20.13,0.06,0.30,-0.11,-0.52
06/06/2017,20.07,0.14,0.70,-0.12,-0.58
06/05/2017,19.93,-0.11,-0.55,-0.08,-0.41
06/02/2017,20.04,-0.15,-0.74,-0.07,-0.34
06/01/2017,20.19,-0.02,-0.10,-0.07,-0.33
05/31/2017,20.21,-0.48,-2.32,-0.13,-0.63
05/30/2017,20.69,-0.10,-0.48,-0.06,-0.27
05/26/2017,20.79,0.01,0.05,-0.07,-0.35
05/25/2017,20.78,0.06,0.29,-0.13,-0.64
05/24/2017,20.72,0.00,0.00,-0.04,-0.21
